,album,review
117,Record of the Week: BRAIN KILLER’s 3rd EP,"

Record of the Week: BRAIN KILLER’s 3rd EP


Published  July 13, 2012 By Amelia


Categories

Reviews 



With a band I’ve seen live so many times that I can repeat their lyrics in my sleep and raise my fist in tune subconsciously, it can be hard to adjust to new material. I usually prefer the old stuff that is like an etching in my brain. I love BRAIN KILLER‘s older demo songs like “Fight Back” and “The Breaking Wheel” — they’re carved into me and trigger memories of some of the best shows that I have ever attended. Songs like those cause one to burn with an inner fury that can be brought to the surface with haste only by the gut wrenching deliverance from a band with as much potency as BRAIN KILLER. From their demo to this EP, there is still that true hardcore fury that hasn’t faded over the years — they’ve kept their fire burning.
BRAIN KILLER has the rage and intensity of FRAMTID with the blatant foundation of growing up on the PARTISANS and CHAOS UK. I’m always amazed at the lyrics, with their structure and cutting use of language. The eloquence of the words delivered, the feeling of their execution creates total perfection and has been improved with the addition of Dan’s voice. Dan’s co-vocals compliment the original line-up well and give this band an interesting edge that not all bands in this genre have right now. BRAIN KILLER evolved with its members and their sound, and got better and more devastating. How many punk bands pull that off like a fine fucking wine?
The drums on this EP are still driving and violent and the bass and guitar are as punk as you need. Throughout the record, as on previous releases, the constant guitar feedback is scorching and done with skill. This isn’t messy noise — all sounds delivered by this band are done with an impact that is deliberate and inescapable. This release, and I think it could be partially due to the dual vocals, has a very Burning Britain feel. It captures the anger and frustrations of modern times just as well as anarcho bands like CONFLICT or CRUCIFIX did in the ’80s. Every track on this record is a scorcher. You’ll have to pull the plug or tag my toe to get this off my turntable. It is the most perfect final release for a band that had a good run — although there may be a flexi in the works? Thank you to these Boston punx for this record and R.I.P. Nick Poot.
(Framework/Vinyl Rites)

"
118,Zine of the Week: Excitement Level Zero,"

Zine of the Week: Excitement Level Zero


Published  July 12, 2012 By MRR


Categories

Reviews 


We’ll take a short break from all of the MRR history and dive into some cool shit happening in the here-and-now. This review of issue #3 of Richmond, VA, fanzine Excitement Level Zero written by Bob Goldie appears in Maximum Rocknroll #351. You can order Excitement Level Zero #3 from Grave Mistake Records — and you can also check out ELZ #2 on the Sorry State site…

After getting really cynical about the dejected state of affairs in the current punk scene, I was mercifully relieved to come across this boss issue of Excitement Level Zero. In the spirit of the old days, before Hot Topic-style, computer generated, self congratulatory punk magazines done in the name of obtaining free records (or fucking CDs), this Virginia-based hardcore rag comes across as a work of authentic conviction done in true DIY cut-and-paste style and genuine fuck-you attitude. So what’s inside? After a classic full-page photo of CRIPPLED YOUTH there is an interview with a Canadian hardcore band called WORD ON THE STREET, whom I had never heard of, but totally want to check out now. Another feature that I totally appreciated was an attempt to list and assess all of the INFEST bootlegs that have ever appeared. And these bootleg reviews, like the other record reviews found throughout, are honest and to the point. Next is an interview with the awesome band MAD WORLD, followed by a road trip journal about heading up to New York to check out BOSTON STRANGLER and some other bands. The whole issue is pretty basic and can be read in ten minutes, but it’s got the spirit and is one of the best things I’ve come across in a few months.
Write to Excitement Level Zero c/o Pat Madden / 243 South Laurel St. / Richmond, VA 23220
— Bob Goldie

"
119,Record of the Week: CROSS STITCHED EYES  Decomposition LP,"

Record of the Week: CROSS STITCHED EYES  Decomposition LP


Published  June 13, 2012 By Robert


Categories

Reviews 


Their first record was really good, but on this release CROSS STITCHED EYES have set the bar into the stratosphere for the legions of punks diving into the world of modern hardcore punk. As steeped in KILLING JOKE and BAUHAUS as the sharp angular attack of early anarcho punk, tracks like “Animation” jerk to and fro with an uncomfortably drunken swagger, while “Suffocation” and “Existence” are undeniable plodding death rock masterpieces. There are still a few songs that bring to mind the RUDIMENTARY PENI comparisons that accompanied their debut, but the highlights of Decomposition are in their ability to make old sounds seem new again—all of the sensibilities of a brilliant ’80s death rock record crammed into a modern DIY box that even the most narrow-minded punks can get behind. A fukkn great record.
(Alternative Tentacles)


"
120,Zine of the Month: Rad Party #42,"

Zine of the Month: Rad Party #42


Published  June 9, 2012 By MRR


Categories

Reviews 


In commemoration of our newest MRR Photo Issue, our Zine of the Month is a photo zine from noted zinester/illustrator/photographer Stéphane Delevacque. This review, by Julia Booze, appears in the latest issue as well — buy it now!
The package I opened came with three thick photo zines and a one-page foldout! Not sure if that is what you get for the listed price — maybe that cover price is just for the main anniversary issue, celebrating 20 years of Rad Party… holy shit! So amazing to me that anything can last that long. All of these zines are very professional feeling, maybe because they are printed and the paper quality is above average, either way they have absolutely beautiful photos. There is a hefty catalogue breaking down of all past issues, showing the cover and telling what each issue was about. It came out as part of a zine exhibit highlighting noteworthy long-running zines. Since I can only sort of glean a little meaning here and there, I am guessing about what it all says. I don’t think you need to read French to enjoy Rad Party #42, which contains a lot of nice band portraits, some familiar faces and a show review to accompany each photo. I bet this zine is considered a national treasure. If you are curious but afraid to spend the money, there is a blog that shows some of the awesome photos. I tooled around on it for a while enjoying my feeble attempts to read it all.
Rad Party Photo Blog
 

"
121,Records of the Week: BIG EYES 45 & HOT NASTIES EP,"

Records of the Week: BIG EYES 45 & HOT NASTIES EP


Published  June 6, 2012 By Brace


Categories

Reviews 


Two for the price of one this week with MRR reviewers Kenny Kaos and Brace Belden!

BIG EYES – “Back From the Moon/I Don’t Care About Friday Night” 45
Wow. This is badass. Seriously.
The really good ones are often the toughest to review. It’s mid-tempo, it’s melodic and catchy, it’s got a really full sound and the female vocals carry a sense of urgency that makes the difference. I suppose if I had to label it, I’d call it power-pop, but I refuse to label it. This one is going to live on my turntable for a little while.
Awesome. Find it.
(Grave Mistake)
—Kenny Kaos

HOT NASTIES – The Invasion of the Tribbles EP
Reissue of a Calgary punk single from 1980 and it’s great! It’s got that British sound a lot of Canadian groups had for some reason, and it’s a pretty perfect meld of pre-UK82 but post-77 Britpunk sound mixed with tasty (and tasteful) pop licks that symbolize everything I like about punk. Dumb teenagers from nowhere writing pop hits that maybe four hundred people will ever hear (especially with the original 7” running at around $300).
The B-side has a bit of a Flying Nun sound, almost. If you’re a modern punk, by which I mean if you’re a genius who likes all kinds of good music, and you don’t (or maybe only slightly) ghettoize yourself in some bizarre, childish fetishistic sub-sect of a youth movement that was at one point led by someone named Johnny Rotten and died when people were still wearing bell bottoms, you’ll recognize a pretty wide range of sounds going on here. Which means it’s a great goddamn record — and hell, who knows, even skinheads might like it. Ugly Pop is doing a small series of Canadian punk reissues. Off to a great start with this one.
(Ugly Pop)
— Brace Belden


"
122,From the Vaults: Down Syndrome EP,"

From the Vaults: Down Syndrome EP


Published  May 30, 2012 By Matt Badenhop


Categories

Reviews 


DOWN SYNDROME – self titled EP (Black Sun Records, 1984)
We are not called DOWN SYNDROME because of a man named Down who founded the genetic disorder, if that were the case, we would be called DOWN’S SYNDROME. Rather, the meaning of our name is derived from the direct definitions of the words in reference to humanity’s condition.
“DOWN – to lower or worsen condition”
“SYNDROME – a group of signs and symptoms that occur together and characterize a particular abnormality.”
This, along with lyrics, itemized pressing info and costs for the record, and a peaceful/insightful anecdote by each band member is printed on the inner sleeve of this Edmonton-based hardcore punk band’s only vinyl output. Although Canadian, DOWN SYNDROME fits right in with the sound of many Euro hardcore bands of the era, combining melody, punchy drums, and anarcho-inspired lyrics. The mid-tempo tracks on this EP are great, but the faster songs really showcase the band’s power. “Values” is an eternal mix tape-worthy scorcher! One of my faves – super underrated.
Here’s a link to a short interview.
DOWN SYNDROME – “Other Ways”
DOWN SYNDROME – “Solitary Confinement”
DOWN SYNDROME – “Racism”
DOWN SYNDROME – “Pain and Hunger”
DOWN SYNDROME – “Values”
DOWN SYNDROME – “Suicidal Eyes”

"
123,Record of the Week: NÜ-KLĒ-ER BLAST SUNTAN The Wheel of Fate Is Turning EP,"

Record of the Week: NÜ-KLĒ-ER BLAST SUNTAN The Wheel of Fate Is Turning EP


Published  May 29, 2012 By Mariam


Categories

Reviews 



Well, punks, here you have it! A kick-fucking-ass EP! I have been laying in wait for something new by these Georgia punks, as I have been into this band since I first heard their Blot Out the Worthless Sun LP and saw them live. These songs are fast and brutal with some truly sick growled mean vokills—the lyrics are not cheery…weird, huh? I guess if I had to break this down to its simplest description, this is dark, fast, crusty, punk with nods to psych rock, black metal and some truly fucked up version of bleak Southern sounds. Their style combines often badly-done genres touched on in punk, yet NÜ-KLĒ-ƏR BLAST SUNTAN rolls them into some truly creative and exciting tracks. The guitar work is fucked up and weird, like this guy learned how to play guitar listening to HAWKWIND on the wrong speed (yeah, everyone has said that about this band, but listen to this for reals!), with a warped record on a turntable belt that was a about to give out. There is order to the song composition here, but not one that punks are used to and all the formulaic shit that keeps these tracks together is obliterated by the unpretentious creativity of this band. These songs will take you to sonic places you didn’t know you even liked. Fuck yeah. Love this. (SPHC)


"
124,From the Vaults: Γκούλαγκ (GULAG) In the Showyard (Στην Αυλή Των Θεαμάτων) LP,"

From the Vaults: Γκούλαγκ (GULAG) In the Showyard (Στην Αυλή Των Θεαμάτων) LP


Published  May 3, 2012 By Matt Badenhop


Categories

Reviews 


Γκούλαγκ (Gulag) – In the Showyard (Στην Αυλή Των Θεαμάτων) LP
(Lazy Dog Records, 1990)
In the honor of our new Athenian coordinator Lydia, and my upcoming trip to Greece, I chose to feature this criminally underrated Greek punk masterpiece. GULAG, from the northern Greek city of Thessaloniki, started playing in the mid ’80s. On this platter the band charms us with its distinctly crafted guitar and vocal-driven melodies, which really are unmatched by anything, in my opinion. In the Showyard is such a dynamic album – non-formulaic, with a wide range of tempos and moods. It’s melodic, sometimes aggressive, sometimes dark, sometimes eloquent, but never boring or predictable. There’s something for everyone here, seriously. Gulag is a truly unique sounding band.
GULAG – Εθισμός (Addiction)
 GULAG – Απολογία (Apology)
 GULAG – Κοινωνική Στοργή (Social Affection)
 GULAG – Χρώματα Θαμπά (Lustreless Colours)
 GULAG – Νομάδες (Nomads)
The songs are sung in Greek, but the insert of this LP includes English translations. The lyrics seem to be honest and thoughtful and even poetic at times. It makes me wonder how much meaning is lost through the translation.
I do not know much more about the band, but I do know they also released:
Είσοδος Κινδύνου 0° C LP (Lazy Dog Records, 1987)
Big Talk 7” (Wreck-age Records, 1989)
Η Άλλη Πλευρά/Άλλες 8 Χαμένες Ώρες 7” (Lazy Dog Records, 1994)
Πάτα Γερά LP (Lazy Dog Records, 1996)
While searching for more info on Greek punk I ran across Punk.gr and discovered a great video of them playing in Athens this past march, and it seems they still have their magic!


"
125,Record of the Week: OMEGAS NY Terminator EP,"

Record of the Week: OMEGAS NY Terminator EP


Published  April 13, 2012 By MRR


Categories

Reviews 


This is how you do it. Sometimes I think one of the hardest things to do in the context of the current punk scene is to be in a good hardcore band that stands the test of time. Not a generic replication of something that happened thirty years ago; that’s easy. I have so many records I had to buy that now when I flip through my 7”s I can’t even remember what the fucking band sounded like. Records that blend into one by bands that were probably fun to be in, whose friends remember the good times, but… five minutes pass and they are gone. When a band like OMEGAS comes along, who are playing a particular genre/style of HC, sure, but who can actually write songs; who bring to mind a certain era of NYHC, yes, but have their own take, their own personality. The vocals are unhinged, the riffs are classic but fucked up. Their LP ruled my turntable last year and I can’t stop listening to this 7” either. Savage, mutant yet straight-ahead, relentless destruction — no pose, just fucking HC for the HC. Get this and the recently reissued New Breed comp and join the cult. (Painkiller Records)
OMEGAS – “Fevered Freedom”
http://media.blubrry.com/mrrradio/p/maximumrocknroll.com/wp-content/uploads/2012/04/Omegas-Fevered_Freedom.mp3
http://media.blubrry.com/mrrradio/p/maximumrocknroll.com/wp-content/uploads/2012/04/Omegas-Fevered_Freedom.mp3Podcast: Play in new window | Download (3.8MB)Subscribe: Android | RSS | More

"
126,Record of the Week: RVIVR The Joester Sessions ’08–’11 LP,"

Record of the Week: RVIVR The Joester Sessions ’08–’11 LP


Published  April 3, 2012 By Fred


Categories

Reviews 


To start with, it should be noted that, this record rules. No, “rules” is an understatement. It destroys, it’s magic and it sets the world on fire. RVIVR is one of one best pop-punk bands of the decade. It’s hard to recommend a band more strongly. Lately it feels like they have been turning off a lot of people because they are so outspoken about their politics. Political and social consciousness plays a central role in their music, and their shows. Which is kind of a like a mosquito buzzing around the face for all the folks who are just there to dance and party ’cause the music is kind of feel-good party music, but the lyrics have substance. And when I say “outspoken” I mean “viciously outspoken.” But their messages are always totally right on, they honestly demand our attention. There are lots of records that come out every month that are good, but rarely is there one that’s important. This record is important. And it’s not that the songs are just really good, or just that the message is significant. It’s that they are both happening in unison while recreating everything you like about pop-punk into something new and exciting. Anyway, as the title implies, this is a compilation of all their earlier recordings. On this record they have compiled both sold out 7″s and a 12″ EP only released in Europe. This is the best place to start if you’re discovering the band for the first time, but will be nothing new to folks who have followed this band for the last few years—except for the cover of “Elizabethan Collar” which doesn’t appear anywhere else. Totally awesome, totally essential. (FS)
(Rumbletowne)

"
127,Cassette of the Week! SAC Anthology 1999-2004 comp,"

Cassette of the Week! SAC Anthology 1999-2004 comp


Published  March 30, 2012 By MRR


Categories

Reviews 


Our Record of the Week this time around is a cassette! Duluth, MN’s own Mike Wilson provided this guest review in the current issue of Maximum Rocknroll magazine…
This is an easy one. Get this tape!! Great comp of all Sacramento, CA, bands from 1999-2004. Lots of classic stuff here. Sacramento has produced a specific breed of punk/pop/garage bands over the past 25 years or so that all somehow have a similar feel. This 24-song tape is a great representation of the “Sacramento sound” that we all know and love. I would say that the BANANAS are the band of this category that is the most well known. They have a fantastic song on here, an earlier song of theirs called “Mr. Octopus Is Dead.” Not every band sounds the same though—two bands stand out as being particularly different (PETS and the GYNAS), but all the tracks flow together really nicely. My personal favorites of this tape include the BANANAS, THE FOUR EYES, MILHOUSE USA (I forgot how good that band was! [I know! —ed.]), ROCK THE LIGHT, and HORNY MORMONS. But there is definitely no filler here—every band is at least good, if not great. This tape is by no means a definitive all time Sacramento comp (see SEWER TROUT, NAR, POUNDED CLOWN, LIZARDS, LOS HEUVOS, etc.), but it is a great start to one. (Pleasant Screams Cassettes)

"
128,From the Vaults: Bread and Water,"

From the Vaults: Bread and Water


Published  March 27, 2012 By Matt Badenhop


Categories

Reviews 


BREAD AND WATER – Future Memories EP (Burrito Records 2000)

Let me direct you to your local record store used bin for a cheap score! That’s right — you don’t have to spend big bucks to obtain a classic hardcore record.
In the late ’90s – early 00’s BREAD AND WATER was the beacon for the Dallas hardcore scene. Marked by never ending, incredible, melodic guitar riffs, Amie’s direct vocal attack and trademark stage swagger, and a basic, driving rhythm section, Bread and Water stood out among the legions of punk bands across the world. They played a chief role in organizing shows and events in the Dallas–Ft. Worth area and did several tours of North America. Bread and Water’s politics are spot on (heavy on the animal rights) and they were always playing benefit shows. I do remember them getting some due recognition at the time, so by posting this brilliant EP I’m hoping to make sure that they aren’t forgotten. Listen to that triumphant guitar riff on “Remember” and tell me it doesn’t get you pumped!
Listen to/download BREAD AND WATER’s Future Memories EP:
“Remember”
 “Cash for Houses”
 “No Compromise”
 “Death Sentence”
 “Fear of God”
 “Will Not Argue”
In addition to this EP, BREAD AND WATER also released these other great records:
Strength in Numbers EP – 1999 (self released)
split 7″ with Reason of Insanity – 2000 (Burrito Records)
split 7″ withRussian School of Ballet” – 2001 (Systemsuck Records)
s/t LP – 2003 (Burrito Records)
Everything So Far CD discography (self released)
They recorded their swansong “Void” for the compilation CD Women in Hardcore which accompanied the zine Short, Fast, & Loud #11 – and what a great note to end on before going their separate ways. Listen to “Void” here.

"
129,Record of the Week: ARMAGEDOM/TEROKAL split EP,"

Record of the Week: ARMAGEDOM/TEROKAL split EP


Published  March 6, 2012 By Mariam


Categories

Reviews 


Oh dang! Classic Brazilian crossover-flavored HC, D-beat driven, lo-fi old schoolers ARMAGEDOM deliver two tracks recognizable in their buzzy metallic riffage, snare attack along with the throaty Portuguese yells. This is their same great sound with some good solid songs to appease the metalleros in the punk scene that like their shit raw and intense. On the flip side we are lucky to get two ragin’ tracks from the new Portland band TEROKAL. Their demo ruled and this is even better (especially because you can fucking hear everything). The drums are driving and solid with some flourishes of banged out fills. The bass thumps away at your melon, and in combination with the drums the rhythm section pulls you from the chest in their rapid fire. When the music does slow to mid-tempo you don’t get to catch your breath… the beats pound on your chest and the guitars are relentlessly driving. The two guitars are definitely distinct and full with the occasional well executed solos reminding me that POISON IDEA listened to the same shit this band listens to when they started up. The vocals are my favorite kind of higher pitched scream that is ugly and almost sounds like this dude is intensely complaining about something. Sung in Spanish with some total brutality and urgency. I am really into this dude’s style. This all comes together to sound very early Scandi and raw. If you like TÖTALITAR, you will be into this. The one thing that I could have done without is that the record plays from the outside in which may be problematic if you have an auto return on your player, but WTF… this is a damn good record. The fact that you have to handle it some, makes it that much more memorable. The cover is a limited edish, really nicely screen printed design with black silver and red paint. There is a copied insert with lyrics,  and there is a big ass poster of the cover! Yay! Check this out! (Odio Los Discos: odiolosdiscos@hotmail.com)

"
130,From the Vaults: Keine Experimente! Vol.II comp LP,"

From the Vaults: Keine Experimente! Vol.II comp LP


Published  March 2, 2012 By Matt Badenhop


Categories

Reviews 


Alright, this week our From the Vaults feature is back with a vengeance! Today shitworker Matt Badenhop digs out a treasure from the Maximum record library for his debut blog on MRR.com. Take it  away, Matt!…

Compilations can be mixed bags — hot and cold — sometimes containing a few good songs accompanied by a bunch of throwaway tracks. Another pitfall for comps is when some or most of the songs are just pulled from bands’ releases. This can be helpful to draw you to seek out the bands’ material, but then maybe the compilation isn’t as special anymore. At least this is how I’ve felt about some punk comps in the past. With so much focus and fetishizing of punk and hardcore from places like Japan, Sweden, and Finland, I thought it would be fun to point out this unappreciated classic featuring some of Germany’s finest from 1984.
Keine Experimente! Vol.II (Weird System Records) transcends the aforementioned compilation trappings, featuring 100 percent “all killer no filler” material exclusive to this comp (well, at the time they were exclusive—some of these songs have appeared on some of the bands’ later discographies). Each band contributes two original songs, one on each side of the LP, covering a wide spectrum of punk sounds. Thus proving that West Germany had some amazing shit going on at that time!
TORPEDO MOSKAU – “Halts Maul”
http://media.blubrry.com/mrrradio/p/maximumrocknroll.com/wp-content/uploads/2012/03/Halts-Maul.mp3
TORPEDO MOSKAU kicks off the party with a solid punk tune with impressive, frantic drumming. Then AGEN 53 maintains the quick pace with great chorus-effected basslines. Next up are the CRETINS who, along with NEUROTIC ARSEHOLES, offer up the best tracks on this LP. TIN CAN ARMY and VOLXFRONT have more of a mid tempo streetpunk approach with great fist pumping shout-alongs, but still showcasing some catchy guitar melodies and world-class hooks. The absurdly named PORNO PATROL picks things up with some excellent catchy hardcore. You may recall them from the essential International Peace 2xLP comp. Then we have “SWAPOland” from NEUROTIC ARSEHOLES, which has such an incredible, melodic, dynamic, and distinct sound. NEUROTIC ARSEHOLES aren’t really matched in sound by anyone, in my opinion — a truly honest and original sounding band, which really comes through in this track and the one that kicks off side B. But not before EA80 and CHAOS Z bring their first contributions to this master slab. The former is one of the (if not the) longest running, important DIY German punk bands. German punks can attest to EA80’s importance in the scene, and staying true to DIY ethics to this day. The last track on side A is a dark, droning, moody punk gem from CHAOS Z, who at this point had begun to evolve from primitive hardcore to a gloomier, somber punk sound (members later formed FLIEHENDE STURME, further exploring and evolving this sound and still doing so today!).
PORNO PATROL – “Reality?”
http://media.blubrry.com/mrrradio/p/maximumrocknroll.com/wp-content/uploads/2012/03/Reality_.mp3
TIN CAN ARMY  – “Dead Born Babies”
http://media.blubrry.com/mrrradio/p/maximumrocknroll.com/wp-content/uploads/2012/03/Dead-Born-Babies.mp3
Side B serves up another dose of the same quality punk, never letting up for a second. Right off the bat is a major standout track, “Alles geht Weiter” by NEUROTIC ARSEHOLES. The bass and guitar eloquently trade off complimentary melodies, almost flirting with one another, as the tuneful vocalist acts as another instrument rather than just “singing words.” Another highlight is “Reality?” by PORNO PATROL, with its crude vocal attack and mid-tempo to fast hardcore switch up. They are the only band to sing in English on this comp, aside from TIN CAN ARMY’s “Dead Born Babies,” which boasts rich bass tone and catchy guitars and growling. The closing track might be my overall favorite. I literally can’t play “Warten Auf…” by CRETINS without wanting to get up and dance around the room, every time, without fail. I have put this song on nearly every mix tape I’ve ever made. It has this brilliant infectious, bouncy, clean guitar line that commands the listener to move their ass. And the chorus is easy to pick up on — it’s just “Cretin…Cretin! – Cretin…Cretin!”
CRETINS – “Warten Auf…”
http://media.blubrry.com/mrrradio/p/maximumrocknroll.com/wp-content/uploads/2012/03/Warten-auf.mp3
I’m pretty sure that there are plenty of copies of this LP out there, especially since Weird System re-released much of their original catalog, so I urge everyone to seek it out! But if you can’t find it, there are plenty of other amazing German punk/hardcore bands not featured on here that I recommend such as SLIME, RAZZIA, NORMAHL, MOTTEK, HOSTAGES OF AYATOLLAH, UPRIGHT CITIZENS, INFERNO, CERESIT, HANS-A-PLAST, BLUTTAT, VORKRIEGSJUGEND, INFERNO, MANIACS, SS ULTRABRUTAL, HONKAS, and TARGETS to name a few.
 More tracks from this comp:
Chaos Z – “Ein Tropfen im Feuer”
 Neurotic Arseholes – “Alles Geht Weiter”
 EA80 – “Sie Werden Nie Verstehen”
http://media.blubrry.com/mrrradio/p/maximumrocknroll.com/wp-content/uploads/2012/03/Halts-Maul.mp3Podcast: Play in new window | Download (2.4MB)Subscribe: Android | RSS | More

"
131,Record of the Week: Las 4 Bandas comp LP,"

Record of the Week: Las 4 Bandas comp LP


Published  February 26, 2012 By Matt Badenhop


Categories

Reviews 


By our new record reviewer Matt Badenhop, from MRR #346.
Fuck yes! Lengua Armada brings us yet another reissue of an old Peruvian punk gem! This time it’s a cassette from 1985, remastered from the original tape. LEUZEMIA (aka LEUSEMIA) kicks it off with three catchy, vocal-driven classics, recorded much rawer than their brilliant LP. Next up is ZCUELA CERRADA with four tracks of fuzzy guitars and basic rhythmic hooks. The vocal delivery is really dynamic, and the singer’s voice is always on the verge of cracking, giving it such an adolescent and honest sound. On to side B and we have the pre-ATAQUE FRONTAL band, GUERRILLA URBANA, with five great rudimentary punk blasts. Last but not least is AUTOPSIA, for whom I recall a great 7” reissue was released a couple years ago. AUTOPSIA pushes their sound into hardcore territory with four aggressive ragers with convincing throaty vocals and insanely catchy choruses. All of the material on this LP is consistently raw and primitive and full of hooks and crafty song ideas. There’s also a great foldout insert with lyrics, art, photos, and a really cool testimony, in Spanish and English, on the origin of underground rock in Peru in 1985. Overall this is an amazing glimpse into the early days of the Peruvian punk scene. Get it!
(Lengua Armada)

"
132,Record of the Week: LA’ALTS Onanie Ship Cabaret CD,"

Record of the Week: LA’ALTS Onanie Ship Cabaret CD


Published  February 16, 2012 By MRR


Categories

Reviews 


Holeeee shit. This is frenetic punk’n’roll featuring Passy (ex-CONFUSE) very much in the vein of the way later SWANKYS records interpreted the SEX PISTOLS. Puerile, stupid, sex-obsessed punk that you can actually dance to! And not some dumb punk dance like the pogo — I bet you could line dance to this shit. There are so many different instruments, vocalists and styles in the mix here it’s crazy. It sounds like if the WORLD/INFERNO FRIENDSHIP SOCIETY dropped the horns and started shooting for burlesque instead of cabaret? All I know is: fuck me, this is amazing. If there’s a better way to start the year than sitting at MRR listening to “Baby Piss” and drinking a beer at one in the afternoon, I can’t imagine it. I can’t even remember the last band that actually made me laugh out loud (these lyrics have to be heard to be believed). This is essential, and may just be the best thing I’ve ever gotten for review at MRR (at least it’s definitely the most surprisingly amazing!). (Strawberry Records)
—Andrew Underwood, MRR #346

"
133,Come to Our Show: a Punk Flyer eBook,"

Come to Our Show: a Punk Flyer eBook


Published  January 31, 2012 By Paul Curran


Categories

Blog/Website of the Week Reviews 



Blogger, punk flyer collector, and MRR reader Willona Sloan recently sent us a link to her free eBook of amazing flyers called Come to Our Show. Originally intended to be a printed book, this project was put on the back burner for a few years, but now it is finally available to one and all thanks to the wonders of the interweb. The book contains a very impressive collection of flyers from many decades of DIY punk, mostly concentrated on DC bands and the ’80s, but represents a pretty wide variety of genres and regions. No extra info is given with the flyers, leaving you to guess sometimes where or when exactly the show is from. Yet I find that the parts of the story that are left to the imagination can be just as inspiring as the artifacts themselves. And, besides, it’s free and it’s fun — what have you got to complain about?
Willona’s eclectic blog DC Scorpiongirl is worth checking out too. Send her kudos on a job well done while you’re there.

"
134,Record of the Week: G.A.S.H./CLEANSING WAVE split flexi,"

Record of the Week: G.A.S.H./CLEANSING WAVE split flexi


Published  January 26, 2012 By Amelia


Categories

Reviews 


GASH sends shivers down my spine in the same way GISM has the power to do so. It’s visceral, it’s violent, and it feels good. “Power Fucker” is the strongest track out of the GASH tracks. Live, GASH has some bloodshed and vivisection videos that can render some faint hearted watchers uncomfortable. This is a band that pushes limits in the way GISM did, and does it with excellence. Shares members with another solid Boston ripper, ASPECTS OF WAR. The CLEANSING WAVE track is just as strong as their demo earlier this year and still reminds me of MORPHEME with the sickest drumming. This is a beautifully done flexi release that is not just a novelty but a must-own record that captures the raw punk brutality of what is coming out of the Northeast right now. The cut and paste on this flexi still smells of glue. Instructions on flexi say to “play loud and throw away” — punk is meant for destruction and chaos. Get this or don’t. P.S. The blood on my test press had not oxidized when it was received.
(Total Fucker)

"
